text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
"This series of articles misses an important outcome beyond the ""double billing"" kerfuffle ! Anybody with the money can simply have procedures done in the USA and thus escape any Canadian health care system turmoil. A further indictment of the politicised mismanagement that is our ""free"" and ""superior"" health care. 

The ultimate problem is that ( my experience ) access to and scheduling of any major health care procedure is subject to the unpredictable whims of the system. No thanks.

As for the current emphasis on bashing doctors - any that I ever knew worked hard long hours to pass through medical school and then in their practice. One may ask similar performance and dedication from our journalists - and patients demanding ""free"" care !",0,A_direct,TOXIC,1.0,other,0.95,0.95,"Critique of healthcare system, personal attacks, and inappropriate targeting of healthcare professionals.",2968.1174755096436,12.802727760455362,True,1," {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Critique of healthcare system, personal attacks, and inappropriate targeting of healthcare professionals.""}"
3.4 million.  Oops.,0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal expression of surprise.,2317.4233436584473,12.945412016364646,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal expression of surprise.""}"
"Justifying sleeping in meetings by saying they ""work hard"" shows a tremendous entitlement.  He is not fit nor does he deserve to serve the people of Alaska, if that's what we could even call it.  The current class of legislators has only demonstrated a willingness to serve their own reelection purposes.  Please Alaska show some common sense and don't elect this clown again.",1,A_direct,TOXIC,1.0,threat,0.95,0.95,Aggressive and disrespectful language towards a group of people.,3068.704605102539,10.753723230684605,True,1," {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and disrespectful language towards a group of people.""}"
"It looks like Goldberg is not happy about the GOP becoming little more than a white identity death cult. Sadly, the Republican elite have no one to blame but themselves. They spent 50 years recruiting the Dixicrats and various white supremacists and bigots into the GOP. Now the barbarians want to run the show and they have the perfect leader to burn down the theater. Trump has no empathy for anyone, and that suits the GOP base just fine. Goldberg should be concerned. As a Jew, his white privilege card is only conditional in this country.",1,A_direct,TOXIC,1.0,other,0.95,0.95,Critique of political ideology and personal beliefs.,2528.9628505706787,12.257989473038178,True,1," {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Critique of political ideology and personal beliefs.""}"
"No greater threat facing America than the lunatic left. Far more dangerous than ISIS, the left has attacked every aspect of traditional American life, and now looks at every opportunity to block free speech. The lunatic left runs hand in hand with the Alt right. They should be shunned by all.  Now with the jig finally up on Clinton, and the so called Russian collusion scandal facts coming to light, let's all watch how hard the media looks to bury the real story. Snakes.",1,A_direct,TOXIC,1.0,hate,0.95,0.95,Explicitly expresses negative stereotypes and hateful sentiments towards a political group and promotes discrimination.,2980.2167415618896,13.086296528741949,True,1," {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.95,""short_rationale"":""Explicitly expresses negative stereotypes and hateful sentiments towards a political group and promotes discrimination.""}"
Just eliminate the individual mandate and I'll be happy.  Makes no sense for Comgress to tax people who choose not to engage in commerce.  Makes me wonder if Congress will tax those of us who sew our own clothes or grow our our food instead of shopping at clothing and food stores.  No reason why they could not - the door is now open to make us buy anything they want.  It's Nanny State insanity.,0,A_direct,TOXIC,1.0,other,0.95,0.95,Critique of government policy and questioning of taxation system.,2662.8148555755615,12.392900667090172,True,1," {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Critique of government policy and questioning of taxation system.""}"
"If there were evidence to establish that, then there could be no legal consent, if there were evidence to establish that.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Reasonable doubt regarding legal consent based on limited information provided.,2877.668619155884,12.85763056722401,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Reasonable doubt regarding legal consent based on limited information provided.""}"
Dean - repeat that to yourself every time you post and things will get better for you.,0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Positive reinforcement and encouragement.,2545.2029705047607,12.179775192487744,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive reinforcement and encouragement.""}"
"Except he didn't.  He's 6 foot 2 or so and towers over the king. He stooped to have an award with ribbon put over his head by the short in stature king. 

Please don't repeat the Washington Post story.  It was silly.",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Balanced and informative response addressing the person's physical appearance and height while avoiding insults or threats.,3143.2433128356934,13.99827999961771,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Balanced and informative response addressing the person's physical appearance and height while avoiding insults or threats.""}"
"Many places have ordinances requiring buried power distribution lines in new development subdivisions with multiple lots. It's more expensive, yes, but far easier to implement at the time of construction and the costs are passed on to the new homeowner. It virtually eliminates maintenance and outages at the end point and improves the aesthetics and property valuation.

I think most people up here have come to accept that there will be at least a few notable power outages every year as a result of ice/snow, electrified squirrels, wind, fallen branches and random acts of the universe, but there's a lot of room for improvement both from a performance (maintenance cost/reliability) standpoint as well as a forward thinking development perspective.

One thing's for sure, though, Anchorage is one ugly city from a visible utility line point of view.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Balanced and informative discussion about the pros and cons of buried power distribution lines.,3143.587350845337,12.72431637353537,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Balanced and informative discussion about the pros and cons of buried power distribution lines.""}"
Fucking useless turd of a country...,1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Comment expresses dissatisfaction without resorting to insults or threats.,2550.9917736053467,13.72015400525345,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Comment expresses dissatisfaction without resorting to insults or threats.""}"
"Trump's scorched earth 2016 Presidential campaign has polarized the USA to an extent that it hasn't been since Civil War times.

Suspect that many US States will openly defy Presidential decisions and his lame attempts to rule by Presidential Tweet... or is that twit ?",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal political discourse with factual context.,2923.759937286377,11.28683637091909,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal political discourse with factual context.""}"
"And shockingly Faux news twists this story into this headline:
""Dems suddenly scrambling to come up with ObamaCare fix""
....idiots and their followers.",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement without insult or hostility.,2546.8814373016357,12.957022465467716,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or hostility.""}"
Another lie by Trump! I will be every bodies President!  NOT! This is going to be a long and bumpy ride. Please people don't let the Left or the right pit us against each other. There are a lot of wrongs in our country but none of them will get better by fighting each other. The Trump supporters voted for a change. Please let's not take each other's rights away!,0,A_direct,TOXIC,1.0,threat,0.95,0.95,Aggressive and threatening language. Promotes division and hostility.,2540.924549102783,12.987398626870881,True,1," {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening language. Promotes division and hostility.""}"
"Dude, I wasn't glorifying anything, I wish you guys would chill the hell out with your overreactions, it's been months now, get the hell over it, Jesus.

Anyway, with all of the obvious pressure put on China lately, if you don't think that had anything to do with it, keep smoking.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement with justification.,2387.0670795440674,12.56772390566001,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with justification.""}"
"I wonder if Republicans have realized what it could mean to them to deconstruct the government-the Democrats seem to understand and are alarmed.  If Trump/Bannon can eliminate all regulatory agencies, they will not stop there.  Do they really mean to keep going until the government itself has been destroyed?  Then, with no more judges, and no Congress, Trump can declare himself President for Life, no more pesky elections to go through, no criticism.  Of course, with no one to do the chores, he would have to apply to Vlad for help.",0,A_direct,TOXIC,1.0,other,0.95,0.95,Explicit threat and conspiracy theory.,2638.6783123016357,10.990350686099442,True,1," {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Explicit threat and conspiracy theory.""}"
